stationid,lat,lon
2115379,59.929944,30.254056
2115367,59.907335,30.243548
2115364,59.904111,30.292833
2115356,59.939438,30.384165
2115313,59.933028,30.349278
2115309,59.93474,30.32881
2115308,59.93717,30.31644
2115307,59.949028,30.372667
2115306,59.951847,30.286047
2115305,59.9415,30.32614
2115304,59.935183,30.314588
2115300,59.930196,30.35993
2115295,59.932309,30.365914
2115294,59.93887,30.39341
2115291,59.928444,30.258417
2115289,59.937278,30.317056
2115288,59.932022,30.355422
2115285,59.960848,30.229315
2115284,59.908686,30.274058
2115281,59.924833,30.279972
2115280,59.897069,30.231705
2115275,59.914972,30.326194
2115263,59.933,30.303056
2115256,59.972048,30.257634
2115243,59.970277778,30.403694444
2115242,59.949611111,30.307305556
2115234,59.930944444,30.302333333
2115212,59.902888889,30.290138889
2115208,59.933194,30.365942
2115207,59.938917,30.365667
2115203,59.928028,30.331972
2115200,59.896873,30.38027
2115197,59.929844,30.367422
2115193,59.947934,30.239138
2115151,59.939944444,30.371111111
2115150,59.897638889,30.306472222
2115146,59.959416667,30.311055556
2115144,59.937555556,30.326388889
2115094,59.945611,30.389472
2115093,59.920163,30.346132
2115092,59.935444,30.363306
2115089,59.93251,30.32024
2115088,59.906806,30.300528
2115085,59.928444,30.258417
2115083,59.939602,30.319914
2114996,59.953472222,30.262222222
2114994,59.926138889,30.284611111
2114969,59.961284,30.278296
2114962,59.953555556,30.279583333
2114960,59.896277778,30.286527778
2114945,59.913583333,30.341027778
2114944,59.966222222,30.400444444
2114941,59.908666667,30.396694444
2114929,59.913472222,30.340444444
2114925,59.972581,30.212088
2114920,59.948,30.236753
2114871,59.949571,30.27348
2114858,59.945666667,30.279527778
2114805,59.966888889,30.373611111
2114801,59.892444444,30.264444444
2114789,59.926374,30.318946
2114746,59.960511,30.369644
2114734,59.918833,30.339528
2114728,59.925885,30.33131
2114727,59.939312,30.255943
2114723,59.948565,30.314264
2114707,59.905333,30.270641
2114706,59.952187,30.231657
2114705,59.930579,30.297641
2114702,59.964805556,30.34025
2114700,59.928083333,30.412111111
2114698,59.955305556,30.350138889
2114696,59.938083,30.312278
2114695,59.938444,30.370778
2114692,59.93691,30.38058
2114689,59.922222222,30.2775
2114688,59.931666667,30.350916667
2114605,59.900555556,30.288777778
2114553,59.9205,30.302
2114552,59.929666667,30.386055556
2114513,59.9075,30.26222
2114511,59.95366,30.33028
2114506,59.949384,30.273464
2114442,59.93056,30.35773
2114441,59.928154,30.346285
2114407,59.93171,30.3604
2114345,59.936194444,30.371277778
2114338,59.896472222,30.303138889
2114336,59.965944444,30.338333333
2114335,59.89825,30.365833333
2114334,59.918416667,30.374694444
2114330,59.912527778,30.316
2114329,59.928194444,30.319444444
2114328,59.931722222,30.296916667
2114327,59.933472222,30.253861111
2114326,59.929388889,30.342305556
2114325,59.917416667,30.347416667
2114322,59.953111111,30.360805556
2114305,59.926111111,30.284972222
2114302,59.970333333,30.315972222
2114301,59.914583333,30.349722222
2114300,59.946305556,30.339666667
2114299,59.925944444,30.3415
2114252,59.93264,30.271465
2114251,59.925626,30.322167
2114245,59.927166667,30.387722222
2114244,59.9535,30.211722222
2114235,59.9375,30.394
2114234,59.958583333,30.305833333
2114232,59.928146,30.312527
2114227,59.931361111,30.329388889
2114226,59.920305556,30.357611111
2114225,59.93925,30.204583333
2114208,59.930755,30.284948
2114206,59.90556,30.36484
2114205,59.93501,30.352001
2114164,59.914027778,30.323944444
2114159,59.952808,30.257612
2114155,59.937194,30.359528
2114154,59.931556,30.323806
2114153,59.927139,30.351944
2114149,59.905167,30.287583
2114146,59.936944,30.355556
2114144,59.925,30.358
2114143,59.946139,30.356583
2114130,59.936,30.393278
2114128,59.926333,30.315611
2114120,59.941667,30.349472
2114119,59.9287686,30.3809785
2114118,59.946444,30.340139
2114104,59.890944444,30.387888889
2114103,59.928944444,30.235694444
2114097,59.955055556,30.252944444
2113959,59.932175,30.218814
2113958,59.967972,30.404722
2113952,59.971569,30.299941
2113947,59.893563,30.2921
2113946,59.959524,30.215844
2113944,59.967278,30.382972
2113939,59.904528,30.404083
2113933,59.97248,30.37051
2113932,59.970267,30.393689
2113931,59.898278,30.334472
2113926,59.963305556,30.354972222
2113910,59.962014,30.402029
2113901,59.912891,30.259603
2113897,59.963293,30.354974
2113888,59.938444,30.370778
2113881,59.969472,30.351889
2113880,59.971235,30.386377
2113856,59.968067,30.390547
2113850,59.909211,30.319695
2113842,59.955778,30.354278
2113804,59.937694,30.344139
2113797,59.931873,30.288874
2113796,59.924833,30.279972
2113795,59.941778,30.230028
2113790,59.941159,30.256278
2113788,59.974671,30.387688
2113786,59.925177,30.304028
2113784,59.953528,30.312472
2113774,59.937869,30.312214
2113772,59.938012,30.320337
2113747,59.908686,30.274058
2113746,59.93574,30.40798
2113729,59.965694,30.347639
2113727,59.917935,30.296276
2113724,59.973573,30.354929
2113681,59.974472,30.411167
2113677,59.973056,30.336556
2113676,59.960848,30.229315
2113675,59.936705,30.30037
2113564,59.972638889,30.396138889
2113563,59.966777778,30.353361111
2113554,59.97175,30.315527778
2113533,59.9698,30.3427
2113520,59.917804,30.314215
2113519,59.938771,30.245203
2113517,59.95988,30.32707
2113497,59.928009,30.326477
2113484,59.903305556,30.326833333
2113463,59.950305556,30.246916667
2113460,59.939388889,30.204444444
2113451,59.950583333,30.315611111
2113425,59.955944444,30.297888889
2113420,59.90675,30.345972222
2113399,59.961861111,30.311638889
2113397,59.9435,30.231833333
2113396,59.957555556,30.222916667
2113392,59.941638889,30.275916667
2113389,59.931972222,30.259777778
2113388,59.936444444,30.330361111
2113387,59.939611111,30.286388889
2113386,59.972888889,30.302361111
2113385,59.9545,30.29
2113384,59.943472222,30.281138889
2113378,59.954916667,30.213472222
2113377,59.962194444,30.277666667
2113375,59.956527778,30.233694444
2113373,59.930722222,30.23125
2113366,59.949444,30.273222
2113350,59.907777778,30.403305556
2113344,59.964944444,30.2395
2113340,59.940388889,30.362805556
2113329,59.911777778,30.276055556
2113325,59.950111111,30.259555556
2113324,59.906888889,30.325944444
2113323,59.934333333,30.242111111
2113314,59.924138889,30.389361111
2113296,59.918949,30.325202
2113289,59.926194444,30.350694444
2113283,59.913667,30.320306
2113282,59.951361,30.266194
2113281,59.925306,30.319611
2113278,59.945004,30.358188
2113250,59.949415,30.351788
2113248,59.905348,30.287753
2113244,59.936472222,30.217083333
2113158,59.92116,30.343005
2113156,59.934861,30.369528
2113149,59.947194,30.27345
2113148,59.931638,30.350514
2113147,59.924406,30.385784
2113146,59.932685,30.362625
2113140,59.905876,30.270072
2113139,59.973199,30.293383
2113138,59.942146,30.367369
2113136,59.936553,30.342
2113116,59.92751,30.34674
2113088,59.899166667,30.328388889
2113068,59.892111111,30.3145
2113054,59.8915,30.404305556
2113053,59.907166667,30.2435
2113021,59.892138889,30.331777778
2113007,59.928666667,30.410916667
2113002,59.938416667,30.351444444
2112988,59.921305556,30.28775
2112987,59.910833333,30.309027778
2112986,59.925194444,30.325388889
2112985,59.943527778,30.355111111
2112979,59.937833333,30.369694444
2112978,59.932972222,30.368444444
2112977,59.929916667,30.311222222
2112967,59.920666667,30.255138889
2112950,59.891583333,30.239138889
2112949,59.900444444,30.276111111
2112947,59.954666667,30.249416667
2112945,59.950222222,30.411805556
2112944,59.913944444,30.271472222
2112939,59.91175,30.276277778
2112879,59.966583,30.3675
2112766,59.906388889,30.336916667
2112759,59.929277778,30.243555556
2112756,59.932666667,30.225055556
2112660,59.924916667,30.290194444
2112638,59.936555556,30.311777778
2112635,59.924472222,30.310333333
2112634,59.935777778,30.300527778
2112633,59.932305556,30.292972222
2112632,59.957694444,30.272
2112629,59.965861,30.292667
2112624,59.962066,30.272228
2112623,59.925167,30.304028
2112622,59.934528,30.300361
2112620,59.959787,30.323091
2112619,59.955806,30.314389
2112617,59.959493,30.31105
2112596,59.954527778,30.414583333
2112585,59.902276,30.337712
2112575,59.958428,30.302601
2112570,59.946416667,30.411722222
2112568,59.896388889,30.304111111
2112567,59.95275,30.306055556
2112563,59.938527778,30.325527778
2112554,59.969,30.265916667
2112549,59.929888889,30.412111111
2112538,59.927305556,30.3035
2112511,59.919472222,30.305472222
2112509,59.950222222,30.411805556
2112506,59.91175,30.276277778
2112505,59.896277778,30.281194444
2112498,59.945333333,30.29025
2112497,59.936305556,30.275805556
2112496,59.932083333,30.240694444
2112495,59.948777778,30.242111111
2112494,59.94575,30.215805556
2112491,59.9545,30.409805556
2112490,59.941222222,30.405416667
2112482,59.893944444,30.389555556
2112477,59.927305556,30.3035
2112461,59.946182,30.382387
2112456,59.904519,30.35525
2112450,59.958666667,30.4085
2112423,59.962,30.284305556
2112415,59.926055556,30.341583333
2112414,59.912861111,30.28875
2112413,59.925194444,30.303944444
2112411,59.930694444,30.318916667
2112408,59.895805556,30.271666667
2112407,59.941305556,30.286611111
2112403,59.928466,30.388044
2112396,59.898361111,30.253694444
2112372,59.957726,30.32392
2112371,59.95575,30.313518
2112370,59.95985,30.293759
2112369,59.96289,30.25083
2112365,59.96516,30.329909
2112364,59.969099,30.315578
2112362,59.973188,30.316539
2112361,59.9538,30.3304
2112360,59.962833,30.250806
2112359,59.957908,30.27252
2112352,59.895172,30.330385
2112348,59.956632,30.331683
2112347,59.935011,30.351675
2112345,59.930739,30.401473
2112344,59.957972,30.316889
2112343,59.961583,30.311917
2112342,59.951469,30.302747
2112341,59.952833,30.297333
2112334,59.973199,30.293383
2112333,59.9089,30.240486
2112327,59.908528,30.292111
2112325,59.961111,30.303333
2112324,59.946889,30.230472
2112323,59.963376,30.291462
2112322,59.961111,30.303333
2112317,59.956327,30.304262
2112312,59.92404,30.254393
2112311,59.959978,30.286945
2112310,59.95775,30.323667
2112307,59.939639,30.264056
2112303,59.947278,30.255056
2112302,59.902767,30.305448
2112298,59.942199,30.278573
2112287,59.919805556,30.291222222
2112284,59.9485,30.219638889
2112270,59.9045,30.371361111
2112246,59.896194444,30.266555556
2112243,59.924583333,30.262583333
2112242,59.937388889,30.241555556
2112228,59.950578,30.396941
2112223,59.917444,30.391972
2112214,59.950338,30.234423
2112200,59.957914,30.290325
2112199,59.960138,30.325273
2112198,59.959999,30.313863
2112193,59.959332,30.290113
2112146,59.922083,30.287583
2112144,59.960245,30.375588
2112109,59.934083333,30.234694444
2112074,59.933277778,30.234833333
2112025,59.939699,30.28016
2112024,59.972011,30.298565
2112019,59.963306,30.354972
2112017,59.949611,30.307306
2112015,59.913379,30.308385
2112012,59.948696,30.313628
2112009,59.95535,30.373293
2112005,59.900451,30.289013
2045996,59.95182,30.415341
2045991,59.933768,30.322117
2045981,59.934583333,30.311583333
2045980,59.905222222,30.287722222
2045979,59.935916667,30.318055556
2045978,59.8985,30.253722222
2045977,59.895833333,30.271694444
2045973,59.928972222,30.387777778
2045972,59.926,30.341416667
2045971,59.9515,30.302722222
2045969,59.9545,30.29
2045966,59.974472222,30.338694444
2045956,59.961832,30.323243
2045955,59.931676,30.298983
2045950,59.9546,30.30778
2045949,59.891169,30.388182
2045948,59.94275,30.321222
2045947,59.907335,30.243548
2045946,59.896386,30.28656
2045941,59.927219,30.350708
2045774,59.942611,30.378292
2045763,59.906666667,30.254027778
2045758,59.93875,30.385944
2045757,59.9504672,30.2919457
2045755,59.972581,30.212088
2045747,59.909722222,30.393722222
2045745,59.957111111,30.304944444
2045738,59.955763,30.354937
2045717,59.968833333,30.388444444
2045712,59.932185,30.21879
2045708,59.955478,30.412648
2045705,59.963,30.308
2045699,59.930108,30.346269
2045697,59.96389,30.338793
2045696,59.9347,30.269444
2045694,59.93949,30.204654
2045690,59.922305,30.287807
2045688,59.913544,30.375567
2045686,59.925167,30.304028
2045681,59.939465,30.384742
2045680,59.939309,30.255605
2045679,59.9256,30.34661
2045678,59.925306,30.319389
2045666,59.941537,30.395179
2045664,59.92722,30.306023
2045663,59.924167,30.389389
2045640,59.923284,30.328346
2045639,59.949723,30.250608
2045630,59.944138889,30.296638889
2045604,59.917861111,30.295833333
2045603,59.949305556,30.373055556
2045601,59.948777778,30.271083333
2045598,59.948388889,30.384638889
2045597,59.92812,30.371064
2045596,59.913722222,30.375638889
2045589,59.939083333,30.266972222
2045586,59.965805556,30.291888889
2045579,59.921861111,30.340944444
2045576,59.922222222,30.373388889
2045575,59.931777778,30.367638889
2045574,59.902111111,30.337583333
2045572,59.957583333,30.226333333
2045568,59.929023,30.342239
2045567,59.965222222,30.286583333
2045565,59.92475,30.357805556
2045562,59.941138889,30.356166667
2045561,59.933861111,30.315138889
2045532,59.963623,30.287284
2045530,59.911771,30.288787
2045526,59.908534,30.29209
2045525,59.9489687,30.3728069
2045524,59.91274,30.31591
2045516,59.911222222,30.320361111
2045514,59.916388889,30.321416667
2045505,59.947444444,30.352583333
2045500,59.951084,30.317377
2045499,59.94797,30.342675
2045496,59.919805556,30.291222222
2045495,59.960055556,30.325888889
2045491,59.908026,30.300978
2045490,59.960111111,30.300194444
2045486,59.955738,30.313676
2045485,59.943059,30.349096
2045484,59.948777778,30.361027778
2045483,59.946193,30.382792
2045480,59.941722222,30.23025
2045477,59.920055556,30.287138889
2045474,59.929027778,30.244555556
2045470,59.957583333,30.226333333
2045469,59.949194444,30.243388889
2045468,59.917722222,30.291805556
2045467,59.93,30.253138889
2045450,59.931031,30.318499
2045448,59.932338,30.292996
2045447,59.957765,30.290754
2045420,59.908534,30.29209
2045402,59.905333,30.270641
2045284,59.920583333,30.347083333
2045276,59.965111111,30.329833333
2045201,59.928989,30.379784
2045199,59.939444444,30.353527778
2045193,59.929128,30.325019
2045192,59.906929,30.346307
2045191,59.9485,30.219638889
2045186,59.933111111,30.301805556
2045185,59.96808,30.26062
2045182,59.893103,30.31661
2045181,59.943905,30.257641
2045176,59.930788,30.384426
2045174,59.937818,30.363351
2045165,59.928178,30.379002
2045161,59.974667,30.387688
2045159,59.91305,30.258753
2045156,59.920167,30.318338
2045155,59.937869,30.312214
2045152,59.941611111,30.354083333
2045149,59.963534,30.379801
2045147,59.9633,30.34129
2045144,59.973766,30.404837
2045137,59.950167,30.263917
2045135,59.910527778,30.289361111
2045130,59.941488,30.363048
2045121,59.95083,30.39669
2045118,59.909633,30.393862
2045116,59.918972,30.339028
2045115,59.96791,30.40372
2045111,59.929536,30.366985
2045097,59.933492,30.304477
2045095,59.95821,30.224914
2045091,59.951785,30.387087
2045084,59.95097,30.31805
2045081,59.974667,30.387688
2045080,59.938576,30.344469
2045078,59.938861111,30.378555556
2045076,59.900472222,30.291166667
2045071,59.938589,30.361183
2045065,59.956668,30.356297
2045057,59.965032,30.315757
2045049,59.973111111,30.340861111
2045048,59.917027778,30.302694444
2045039,59.927055556,30.383277778
2045038,59.938194444,30.38825
2045036,59.913166667,30.355833333
2045032,59.934189,30.244868
2045031,59.935888889,30.282611111
2045030,59.943944444,30.257555556
2045029,59.936807,30.322143
2045028,59.947059,30.361378
2045027,59.9005,30.271444444
2045026,59.951138889,30.389388889
2045025,59.930397,30.334321
2045024,59.94239,30.380477
2045018,59.933424,30.407899
2045017,59.964415,30.303587
2045012,59.942787,30.321332
2045011,59.948859,30.408465
2045008,59.965111,30.329833
2034888,59.913944444,30.271472222
2031983,59.972017,30.298649
2031979,59.939438,30.384165
2031975,59.971787,30.299908
2031974,59.93388,30.40169
2031964,59.9415782,30.3496171
2031962,59.9287686,30.3809785
2031961,59.9504672,30.2919457
2031960,59.927289,30.360775
2031957,59.892336,30.314616
2031956,59.933132,30.31415
2031935,59.946888889,30.230472222
2031931,59.931222222,30.32925
2031891,59.959755556,30.303438889
2031885,59.90075,30.300111111
2031883,59.903194444,30.219972222
2031879,59.906343,30.294484
2031873,59.943222222,30.29325
2031869,59.939805556,30.347833333
2031864,59.924388889,30.347916667
2031862,59.9348746,30.27393
2031857,59.938553,30.351608
2031855,59.898888889,30.270833333
2031852,59.969583333,30.351888889
2031851,59.930972222,30.286805556
2031848,59.938694444,30.365916667
2031847,59.930793,30.258636
2031832,59.892151,30.331811
2031821,59.9284392,30.410979
2031801,59.952129,30.234221
2031693,59.97106,30.217329
2031682,59.93877,30.39344
2031681,59.9451,30.34916
2031678,59.93091,30.251658
2031674,59.95547,30.40947
2031672,59.920383,30.330325
2031670,59.963305556,30.354972222
2031661,59.930111111,30.364527778
2031659,59.911527778,30.267166667
2031658,59.896277778,30.373638889
2031633,59.932361111,30.314361111
2031628,59.924611111,30.240055556
2031170,59.92275,30.380194444
2031169,59.932083333,30.355611111
2031168,59.942861111,30.32075
2031167,59.924166667,30.389388889
2031160,59.945361111,30.328638889
2031159,59.928194444,30.332
2031156,59.941,30.290666667
2031142,59.917111111,30.361333333
2031141,59.928305556,30.300416667
2031139,59.921361111,30.338388889
2031138,59.9255,30.385916667
2031137,59.924916667,30.290194444
2031135,59.902416667,30.324472222
2031134,59.904305556,30.317416667
2031132,59.945027778,30.339083333
2031131,59.918027778,30.314916667
2031040,59.96719,30.27487
1981930,59.970277778,30.403694444
1981868,59.936057,30.3253
1981867,59.936978,30.409906
1981866,59.934654,30.345184
1981863,59.903309,30.277627
1981862,59.91815,30.2994
1981857,59.921917,30.356306
1981854,59.936111,30.314694
1981851,59.925177,30.304028
1981728,59.9363,30.341865
1981726,59.922583333,30.286555556
1981722,59.932305556,30.347277778
1981721,59.935361111,30.323138889
1981713,59.960722222,30.375916667
1981712,59.961138889,30.27825
1981711,59.971722222,30.300277778
1981708,59.960333333,30.300861111
1981707,59.931194444,30.357611111
1981706,59.931194444,30.357611111
1981702,59.971944444,30.310638889
1981701,59.935583333,30.363583333
1981699,59.939194444,30.415333333
1981541,59.93205,30.2875
1981526,59.9386,30.32627
1981525,59.968044,30.308876
1981518,59.939312,30.255943
1981512,59.908305556,30.353888889
1981510,59.892444444,30.264444444
1981504,59.967916667,30.260555556
1981475,59.90375,30.340167
1981470,59.941029,30.324151
1981467,59.946889,30.230472
1981464,59.939611111,30.347805556
1981456,59.912891,30.259603
1981454,59.937777,30.322287
1981452,59.934919,30.37912
1981449,59.932717,30.320412
1981434,59.899052,30.290271
1981428,59.945477,30.252896
1981422,59.959844,30.303292
1981419,59.924761,30.349614
1981414,59.95672,30.36716
1981412,59.955556,30.354389
1981406,59.950338,30.234423
1981400,59.953611111,30.329694444
1981392,59.936472222,30.281138889
1981391,59.928027778,30.377472222
1981374,59.932516,30.335304
1981373,59.97105,30.38626
1981372,59.903158,30.277353
1981371,59.943267,30.323366
1981370,59.936497,30.371933
1981364,59.936219,30.3746
1981282,59.9553,30.35002
1981273,59.961272,30.40175
1981272,59.91716,30.364251
1981266,59.923833333,30.4145
1981263,59.953555556,30.220277778
1981262,59.924888889,30.386666667
1981243,59.936244,30.359514
1981239,59.939235,30.238856
1981238,59.969649,30.342838
1981172,59.946193,30.382792
1981160,59.963018,30.348501
1981152,59.947497,30.279163
1981151,59.927378,30.346087
1981149,59.918008,30.328687
1981148,59.927111111,30.357944444
1981146,59.917608,30.347708
1981145,59.9375,30.394
1981144,59.938416667,30.359944444
1981143,59.905611111,30.288333333
1981141,59.961374,30.312735
1981132,59.907991,30.403213
1981130,59.952476,30.244997
1981123,59.928083333,30.369222222
1981122,59.942361111,30.222527778
1981121,59.932111111,30.267
1981099,59.93583,30.33338
1981095,59.928018,30.364853
1981094,59.965985,30.389222
1981093,59.931576,30.345189
1981091,59.970272,30.39383
1981090,59.896562,30.318015
1981089,59.93737,30.326614
1981088,59.959575,30.2159
1981078,59.936565,30.371954
1981075,59.946016,30.343972
1981074,59.964083,30.381167
1981072,59.973528,30.35025
1981066,59.954778,30.278972
1981065,59.966691,30.312408
1981064,59.898187,30.253519
1981057,59.94427,30.29625
1981054,59.969756,30.306572
1981052,59.9315,30.345972222
1981042,59.930083333,30.401111111
1981036,59.963,30.398333333
1981014,59.920902,30.347354
1981013,59.93005,30.33438
1981008,59.944472222,30.358638889
1981002,59.936305556,30.270027778
1980943,59.95097,30.31805
1980941,59.939309,30.255605
1980940,59.893103,30.31661
1980936,59.9256,30.34661
1980897,59.915027778,30.327388889
1980895,59.907305556,30.282166667
1980886,59.910611111,30.31325
1980885,59.9095,30.294027778
1980847,59.9020474,30.3372
1980844,59.926359,30.376909
1980843,59.903502,30.219633
1980842,59.940165,30.326242
1980841,59.945378,30.328813
1980839,59.93224,30.36608
1980836,59.9396,30.35875
1980835,59.966696,30.340272
1980834,59.95672,30.36716
1980832,59.911047,30.3100589
1980827,59.94833,30.23485
1980821,59.9408264,30.255756
1980820,59.941654,30.405227
1980812,59.943129,30.279325
1980760,59.945487,30.367879
1980752,59.97472,30.38721
1980746,59.929173,30.320471
1980743,59.92963,30.37391
1980739,59.939095,30.308349
1980712,59.92991,30.31511
1980711,59.959507,30.334347
1980709,59.958008,30.271151
1980702,59.926306,30.379139
1980701,59.945589,30.289418
1980700,59.937495,30.4088
1980699,59.929353,30.308628
1980697,59.930895,30.363667
1980695,59.929605,30.244021
1980694,59.959655,30.323136
1980690,59.913862,30.355798
1980687,59.9225,30.410333
1980682,59.929906,30.347235
1980527,59.956277778,30.303916667
1980526,59.92325,30.407416667
1980525,59.950166667,30.266111111
1980524,59.891111111,30.387777778
1980521,59.942222222,30.274472222
1980520,59.938504,30.407254
1980518,59.9179372,30.3148685
1980517,59.9472222,30.3255555
1980512,59.93724,30.35536
1980509,59.948847,30.279636
1980504,59.919692,30.319884
1980500,59.94758,30.3523
1980493,59.94341,30.23196
1980492,59.95988,30.32707
1980490,59.957948,30.374121
1980481,59.922189,30.328108
1980463,59.931729,30.312125
1980462,59.920555,30.354603
1980402,59.910833333,30.286611111
1980394,59.89375,30.31675
1980389,59.941985,30.230045
1980388,59.968025,30.260509
1980357,59.924301,30.385088
1980329,59.971794,30.315509
1980328,59.9362,30.3336
1980314,59.922786,30.379467
1980312,59.907806,30.237056
1980299,59.917804,30.314215
1980293,59.9256,30.385574
1980292,59.923686,30.282664
1980291,59.941216,30.35624
1980290,59.911597,30.249764
1980289,59.941523,30.36299
1980277,59.924083,30.349139
1980268,59.96515,30.329785
1980267,59.938,30.32483
1980242,59.93263,30.30452
1980240,59.924472222,30.310333333
1980236,59.933581,30.407675
1980234,59.94847,30.38438
1980210,59.923972,30.414833
1980206,59.973015,30.317432
1980192,59.93055,30.35608
1980190,59.924149,30.24076
1980180,59.935805556,30.317972222
1980177,59.9366578,30.3347773
1980174,59.92963,30.37391
1980167,59.9253768,30.2900576
1980160,59.92321,30.32822
1980134,59.942361111,30.286666667
1980130,59.913054,30.274995
1980127,59.95988,30.32707
1980125,59.959524,30.215844
1980124,59.957926,30.299601
1980110,59.924167,30.389389
1980104,59.912891,30.259603
1980082,59.9345,30.3005
1980077,59.936003,30.314211
1980076,59.934948,30.308143
1980067,59.892305556,30.360083333
1980052,59.891518,30.40457
1980014,59.935777778,30.333416667
1979981,59.93205,30.2875
1979977,59.92235,30.28788
1979959,59.922611111,30.351861111
1979944,59.946158,30.348167
1979943,59.926407,30.318684
1979940,59.938128,30.264825
1979938,59.95944,30.35469
1979937,59.931492,30.323992
1979931,59.931624,30.350582
1979919,59.93068,30.258623
1979918,59.93068,30.258623
1979914,59.924833,30.279972
1979838,59.948472222,30.31375
1979814,59.925611111,30.346805556
1979813,59.928805556,30.343416667
1979797,59.964472222,30.320055556
1979796,59.968277778,30.317277778
1979795,59.972777778,30.336166667
1979794,59.973555556,30.307166667
1979784,59.966777778,30.340305556
1979774,59.959916667,30.334
1979773,59.921916667,30.356305556
1979772,59.9378478,30.3293672
1979760,59.93794,30.32422
1979759,59.930697,30.346963
1979752,59.9405176,30.3186668
1979750,59.912176,30.271993
1979653,59.97477,30.41107
1979642,59.945618,30.328552
1979636,59.893563,30.2921
1979633,59.937414,30.282422
1979624,59.91144,30.249474
1979623,59.891044,30.388132
1979620,59.933308,30.235147
1979606,59.965094,30.315332
1979600,59.9463,30.3399
1979597,59.9515,30.302722222
1979594,59.962974,30.348307
1979586,59.9741,30.25426
1979482,59.963194444,30.286444444
1979471,59.908722,30.27405
1979469,59.97477,30.41107
1979448,59.938854,30.245368
1979446,59.943434,30.281058
1979445,59.92185,30.31652
1979443,59.935773,30.351531
1979428,59.9209,30.353514
1979425,59.933981,30.346857
1979353,59.9020474,30.3372
1979351,59.9153268,30.2939784
1979347,59.9356886,30.3759479
1979270,59.93843,30.267736
1979265,59.9596,30.302573
1979254,59.965848,30.415371
1979249,59.941691,30.26399
1979243,59.955165,30.2617107
1979242,59.952994,30.219478
1979240,59.964028,30.301986
1979239,59.946397,30.220703
1979235,59.96197,30.31154
1979233,59.96333,30.29121
1979232,59.938417,30.388433
1979229,59.906381,30.254772
1979226,59.91844,30.27688
1979225,59.91504,30.326459
1979219,59.93119,30.32611
1979218,59.9093477,30.3508696
1979215,59.933768,30.322117
1979209,59.8940477,30.3624209
1979195,59.930666667,30.242916667
1979188,59.9146265,30.2821183
1979187,59.92234,30.33566
1979184,59.896,30.357527778
1979175,59.914944444,30.348222222
1979157,59.908534,30.29209
1979154,59.9239869,30.2967578
1979151,59.906609,30.325625
1979141,59.957694444,30.272
1979140,59.945805556,30.266027778
1979138,59.948916667,30.278111111
1979136,59.9262,30.234608
1979135,59.930554,30.360043
1979134,59.96003,30.293021
1979132,59.95097,30.31805
1979130,59.89844,30.25376
1979129,59.9468699,30.2305014
1979128,59.9031267,30.3012594
1979124,59.9491274,30.302586
1979120,59.909846,30.266339
1979117,59.913911,30.340939
1979116,59.9192672,30.3134484
1979110,59.9173269,30.3023384
1979107,59.9489687,30.3728069
1979105,59.891951,30.256988
1979104,59.93808,30.3208
1979103,59.899127,30.33837
1979102,59.928252,30.319181
1979101,59.9031267,30.3012594
1979100,59.92486,30.320439
1979099,59.93474,30.31108
1979096,59.948434,30.340824
1979083,59.9051565,30.2876691
1979079,59.9108471,30.317589
1979074,59.898922,30.2708511
1979073,59.9315473,30.3101174
1979069,59.919396,30.351955
1979044,59.958944,30.345756
1979043,59.944215,30.296681
1979042,59.889992,30.374117
1979041,59.962333,30.2955
1979040,59.95575,30.244139
1978999,59.934189,30.244868
1978998,59.968206,30.299259
1978997,59.893854,30.282592
1978995,59.916578,30.293305
1978993,59.933824,30.321901
1978991,59.902656,30.308097
1978935,59.94158,30.35155
1978882,59.896333333,30.367555556
1978881,59.892722222,30.359555556
1978880,59.91475,30.397777778
1978879,59.946138889,30.356583333
1978877,59.963472222,30.364027778
1978876,59.938055556,30.229555556
1978871,59.963333333,30.291388889
1978869,59.95825,30.317083333
1978862,59.910638889,30.334277778
1978861,59.939916667,30.321111111
1978858,59.933227778,30.300244444
1978843,59.90313,30.23069
1978842,59.95172,30.30293
1978838,59.94224,30.34725
1978837,59.96972,30.29699
1978836,59.94374,30.35505
1978835,59.941537,30.395179
1978832,59.90452,30.3713
1978830,59.966456,30.311454
1978828,59.932833333,30.362833333
1978827,59.968181,30.298813
1978820,59.96655,30.28982
1978818,59.956782,30.356335
1978808,59.9442372,30.2940562
1978803,59.9586895,30.4052566
1978800,59.93875,30.385944
1978799,59.9254369,30.2941976
1978797,59.9020771,30.3236398
1978786,59.924416667,30.319166667
1978785,59.899277778,30.328638889
1978781,59.909611111,30.280361111
1978770,59.956406,30.304222
1978768,59.928289,30.320809
1978766,59.9363,30.341865
1978765,59.928231,30.331958
1978764,59.91716,30.280297
1978684,59.938472222,30.290361111
1978650,59.926499,30.338712
1978649,59.931634,30.353876
1978647,59.93545,30.332934
1978644,59.962366,30.3007
1978641,59.933897,30.411036
1978634,59.911391,30.306941
1978624,59.929193,30.325008
1978612,59.933981,30.346857
1978610,59.933273,30.300316
1978588,59.914058,30.272721
1978587,59.9373,30.2279
1978586,59.968272,30.404856
1978582,59.934366,30.336889
1978578,59.929826,30.411916
1978577,59.926796,30.333017
1978574,59.897027,30.281579
1978570,59.943434,30.281058
